"BusinessEntityID","PhoneNumber","PhoneNumberTypeID","ModifiedDate"
"13416","1 (11) 500 555-0149","1","3/22/2014 12:00:00 AM"
"13417","1 (11) 500 555-0151","1","9/28/2011 12:00:00 AM"
"13418","1 (11) 500 555-0115","2","11/11/2013 12:00:00 AM"
"13419","802-555-0166","2","4/14/2012 12:00:00 AM"
"13420","1 (11) 500 555-0182","1","6/21/2014 12:00:00 AM"
"13421","1 (11) 500 555-0111","2","8/8/2012 12:00:00 AM"
"13422","1 (11) 500 555-0119","2","11/3/2013 12:00:00 AM"
"13423","965-555-0186","1","7/16/2013 12:00:00 AM"
"13424","149-555-0168","1","10/4/2013 12:00:00 AM"
"13425","1 (11) 500 555-0157","2","11/11/2013 12:00:00 AM"
"13426","710-555-0143","2","4/4/2012 12:00:00 AM"
"13427","580-555-0159","2","10/21/2013 12:00:00 AM"
"13428","141-555-0184","1","12/10/2013 12:00:00 AM"
"13429","1 (11) 500 555-0159","1","3/1/2014 12:00:00 AM"
"13430","1 (11) 500 555-0158","1","4/21/2012 12:00:00 AM"
"13431","1 (11) 500 555-0165","2","7/19/2012 12:00:00 AM"
"13432","115-555-0174","2","10/9/2013 12:00:00 AM"
"13433","806-555-0199","2","1/19/2014 12:00:00 AM"
"13434","292-555-0140","2","9/13/2013 12:00:00 AM"
"13435","1 (11) 500 555-0133","1","2/26/2013 12:00:00 AM"
"13436","599-555-0132","1","7/26/2013 12:00:00 AM"
"13437","573-555-0144","2","12/30/2011 12:00:00 AM"
"13438","601-555-0132","1","4/6/2014 12:00:00 AM"
"13439","782-555-0135","2","3/31/2014 12:00:00 AM"
"13440","1 (11) 500 555-0199","2","2/14/2013 12:00:00 AM"
"13441","1 (11) 500 555-0175","1","11/19/2013 12:00:00 AM"
"13442","1 (11) 500 555-0195","2","3/6/2013 12:00:00 AM"
"13443","1 (11) 500 555-0130","1","4/11/2014 12:00:00 AM"
"13444","1 (11) 500 555-0119","2","4/28/2014 12:00:00 AM"
"13445","1 (11) 500 555-0113","2","10/30/2012 12:00:00 AM"
"13446","1 (11) 500 555-0172","1","4/17/2014 12:00:00 AM"
"13447","941-555-0138","2","7/26/2013 12:00:00 AM"
"13448","540-555-0150","1","8/27/2013 12:00:00 AM"
"13449","1 (11) 500 555-0179","1","5/14/2013 12:00:00 AM"
"13450","219-555-0162","1","4/21/2014 12:00:00 AM"
"13451","149-555-0166","2","9/11/2013 12:00:00 AM"
"13452","1 (11) 500 555-0121","2","6/26/2014 12:00:00 AM"
"13453","1 (11) 500 555-0167","1","8/3/2013 12:00:00 AM"
"13454","1 (11) 500 555-0114","2","8/25/2013 12:00:00 AM"
"13455","1 (11) 500 555-0182","1","12/14/2012 12:00:00 AM"
"13456","919-555-0167","1","2/1/2014 12:00:00 AM"
"13457","1 (11) 500 555-0174","2","2/16/2014 12:00:00 AM"
"13458","556-555-0131","2","3/26/2014 12:00:00 AM"
"13459","1 (11) 500 555-0134","1","7/17/2013 12:00:00 AM"
"13460","192-555-0115","1","10/30/2013 12:00:00 AM"
"13461","559-555-0142","2","3/23/2014 12:00:00 AM"
"13462","362-555-0174","2","10/29/2013 12:00:00 AM"
"13463","164-555-0118","1","4/28/2014 12:00:00 AM"
"13464","1 (11) 500 555-0196","2","2/14/2013 12:00:00 AM"
"13465","219-555-0166","1","9/8/2013 12:00:00 AM"
"13466","344-555-0110","1","5/31/2014 12:00:00 AM"
"13467","1 (11) 500 555-0176","2","9/21/2013 12:00:00 AM"
"13468","914-555-0114","2","10/17/2013 12:00:00 AM"
"13469","557-555-0117","1","10/22/2013 12:00:00 AM"
"13470","1 (11) 500 555-0132","1","5/24/2014 12:00:00 AM"
"13471","415-555-0115","1","8/19/2012 12:00:00 AM"
"13472","1 (11) 500 555-0182","2","12/22/2012 12:00:00 AM"
"13473","238-555-0185","2","5/3/2014 12:00:00 AM"
"13474","583-555-0197","1","1/30/2014 12:00:00 AM"
"13475","789-555-0171","1","10/7/2013 12:00:00 AM"
"13476","389-555-0150","2","4/24/2014 12:00:00 AM"
"13477","1 (11) 500 555-0196","1","8/19/2013 12:00:00 AM"
"13478","585-555-0135","2","3/11/2014 12:00:00 AM"
"13479","114-555-0156","2","8/25/2013 12:00:00 AM"
"13480","1 (11) 500 555-0112","1","12/25/2013 12:00:00 AM"
"13481","1 (11) 500 555-0181","1","7/26/2012 12:00:00 AM"
"13482","1 (11) 500 555-0139","1","4/3/2014 12:00:00 AM"
"13483","994-555-0158","1","11/24/2013 12:00:00 AM"
"13484","1 (11) 500 555-0138","1","2/13/2013 12:00:00 AM"
"13485","138-555-0196","1","4/28/2014 12:00:00 AM"
"13486","1 (11) 500 555-0146","2","3/21/2014 12:00:00 AM"
"13487","836-555-0162","2","9/20/2012 12:00:00 AM"
"13488","1 (11) 500 555-0170","1","8/24/2013 12:00:00 AM"
"13489","1 (11) 500 555-0179","1","3/1/2014 12:00:00 AM"
"13490","1 (11) 500 555-0170","2","8/30/2013 12:00:00 AM"
"13491","1 (11) 500 555-0136","1","12/4/2013 12:00:00 AM"
"13492","453-555-0126","2","2/22/2014 12:00:00 AM"
"13493","245-555-0114","1","4/27/2013 12:00:00 AM"
"13494","1 (11) 500 555-0166","1","9/18/2013 12:00:00 AM"
"13495","1 (11) 500 555-0176","2","3/22/2012 12:00:00 AM"
"13496","779-555-0111","1","1/28/2014 12:00:00 AM"
"13497","149-555-0199","2","10/9/2013 12:00:00 AM"
"13498","137-555-0112","2","11/22/2013 12:00:00 AM"
"13499","1 (11) 500 555-0131","1","5/17/2014 12:00:00 AM"
"13500","162-555-0111","1","4/18/2014 12:00:00 AM"
"13501","1 (11) 500 555-0198","2","2/4/2013 12:00:00 AM"
"13502","1 (11) 500 555-0118","2","3/23/2014 12:00:00 AM"
"13503","1 (11) 500 555-0155","1","7/26/2013 12:00:00 AM"
"13504","1 (11) 500 555-0199","1","3/14/2014 12:00:00 AM"
"13505","1 (11) 500 555-0184","2","11/26/2013 12:00:00 AM"
"13506","1 (11) 500 555-0123","2","10/20/2013 12:00:00 AM"
"13507","1 (11) 500 555-0115","2","12/3/2011 12:00:00 AM"
"13508","386-555-0134","1","11/17/2012 12:00:00 AM"
"13509","191-555-0117","2","6/7/2014 12:00:00 AM"
"13510","707-555-0197","1","10/27/2013 12:00:00 AM"
"13511","249-555-0123","1","1/15/2014 12:00:00 AM"
"13512","1 (11) 500 555-0120","1","7/3/2013 12:00:00 AM"
"13513","1 (11) 500 555-0183","1","7/13/2011 12:00:00 AM"
"13514","199-555-0186","2","6/1/2011 12:00:00 AM"
"13515","146-555-0121","1","4/25/2014 12:00:00 AM"
"13516","924-555-0142","1","1/11/2014 12:00:00 AM"
"13517","1 (11) 500 555-0135","1","8/27/2013 12:00:00 AM"
"13518","314-555-0193","1","10/1/2013 12:00:00 AM"
"13519","177-555-0148","1","2/9/2014 12:00:00 AM"
"13520","243-555-0117","1","10/18/2013 12:00:00 AM"
"13521","980-555-0117","2","3/5/2014 12:00:00 AM"
"13522","1 (11) 500 555-0177","1","9/28/2012 12:00:00 AM"
"13523","113-555-0178","1","12/12/2013 12:00:00 AM"
"13524","140-555-0123","1","5/16/2014 12:00:00 AM"
"13525","1 (11) 500 555-0148","2","11/10/2013 12:00:00 AM"
"13526","1 (11) 500 555-0147","1","3/24/2013 12:00:00 AM"
"13527","1 (11) 500 555-0125","1","11/10/2013 12:00:00 AM"
"13528","1 (11) 500 555-0160","2","3/28/2014 12:00:00 AM"
"13529","231-555-0123","1","4/18/2014 12:00:00 AM"
"13530","697-555-0178","2","5/22/2014 12:00:00 AM"
"13531","1 (11) 500 555-0162","2","6/21/2011 12:00:00 AM"
"13532","393-555-0136","1","3/21/2014 12:00:00 AM"
"13533","1 (11) 500 555-0178","1","3/30/2013 12:00:00 AM"
"13534","111-555-0167","1","7/3/2012 12:00:00 AM"
"13535","1 (11) 500 555-0147","2","4/14/2014 12:00:00 AM"
"13536","547-555-0143","1","8/18/2013 12:00:00 AM"
"13537","157-555-0111","1","3/27/2014 12:00:00 AM"
"13538","134-555-0146","1","7/6/2013 12:00:00 AM"
"13539","1 (11) 500 555-0117","1","3/28/2014 12:00:00 AM"
"13540","180-555-0197","2","10/1/2012 12:00:00 AM"
"13541","391-555-0141","1","5/28/2014 12:00:00 AM"
"13542","1 (11) 500 555-0174","2","8/19/2011 12:00:00 AM"
"13543","951-555-0191","2","8/13/2013 12:00:00 AM"
"13544","1 (11) 500 555-0131","1","2/11/2012 12:00:00 AM"
"13545","998-555-0130","2","9/29/2013 12:00:00 AM"
"13546","218-555-0176","1","9/21/2013 12:00:00 AM"
"13547","363-555-0147","2","8/19/2011 12:00:00 AM"
"13548","315-555-0187","2","7/6/2013 12:00:00 AM"
"13549","1 (11) 500 555-0134","1","3/24/2013 12:00:00 AM"
"13550","1 (11) 500 555-0185","1","3/2/2014 12:00:00 AM"
"13551","816-555-0150","1","2/25/2014 12:00:00 AM"
"13552","1 (11) 500 555-0138","2","5/21/2014 12:00:00 AM"
"13553","203-555-0116","2","6/19/2014 12:00:00 AM"
"13554","512-555-0144","2","11/4/2013 12:00:00 AM"
"13555","183-555-0190","2","1/13/2014 12:00:00 AM"
"13556","1 (11) 500 555-0120","1","2/15/2014 12:00:00 AM"
"13557","1 (11) 500 555-0132","1","1/17/2014 12:00:00 AM"
"13558","113-555-0189","1","10/28/2013 12:00:00 AM"
"13559","1 (11) 500 555-0136","1","12/17/2011 12:00:00 AM"
"13560","556-555-0177","1","9/18/2013 12:00:00 AM"
"13561","1 (11) 500 555-0125","1","3/31/2014 12:00:00 AM"
"13562","1 (11) 500 555-0111","1","10/30/2012 12:00:00 AM"
"13563","983-555-0156","2","2/8/2014 12:00:00 AM"
"13564","1 (11) 500 555-0153","2","2/3/2013 12:00:00 AM"
"13565","187-555-0148","1","2/22/2014 12:00:00 AM"
"13566","293-555-0151","2","1/12/2014 12:00:00 AM"
"13567","1 (11) 500 555-0173","2","3/7/2014 12:00:00 AM"
"13568","1 (11) 500 555-0197","2","3/21/2014 12:00:00 AM"
"13569","194-555-0118","1","7/17/2013 12:00:00 AM"
"13570","305-555-0196","2","1/5/2014 12:00:00 AM"
"13571","1 (11) 500 555-0180","1","8/31/2013 12:00:00 AM"
"13572","574-555-0134","1","9/23/2013 12:00:00 AM"
"13573","716-555-0159","2","1/23/2014 12:00:00 AM"
"13574","1 (11) 500 555-0166","2","2/17/2013 12:00:00 AM"
"13575","555-555-0138","1","10/29/2012 12:00:00 AM"
"13576","196-555-0169","1","10/8/2013 12:00:00 AM"
"13577","489-555-0193","2","4/23/2014 12:00:00 AM"
"13578","1 (11) 500 555-0119","1","7/5/2013 12:00:00 AM"
"13579","744-555-0121","1","2/13/2014 12:00:00 AM"
"13580","331-555-0131","2","7/26/2013 12:00:00 AM"
"13581","638-555-0188","2","1/13/2014 12:00:00 AM"
"13582","195-555-0180","2","4/1/2013 12:00:00 AM"
"13583","1 (11) 500 555-0112","1","12/27/2012 12:00:00 AM"
"13584","590-555-0124","1","4/1/2014 12:00:00 AM"
"13585","856-555-0157","2","7/17/2012 12:00:00 AM"
"13586","988-555-0199","1","4/30/2014 12:00:00 AM"
"13587","331-555-0154","2","4/20/2014 12:00:00 AM"
"13588","127-555-0189","2","2/12/2012 12:00:00 AM"
"13589","926-555-0187","2","4/9/2014 12:00:00 AM"
"13590","646-555-0142","1","1/25/2014 12:00:00 AM"
"13591","1 (11) 500 555-0112","2","4/8/2012 12:00:00 AM"
"13592","1 (11) 500 555-0112","2","1/26/2013 12:00:00 AM"
"13593","687-555-0176","1","3/26/2014 12:00:00 AM"
"13594","1 (11) 500 555-0111","1","2/22/2014 12:00:00 AM"
"13595","1 (11) 500 555-0149","1","10/10/2013 12:00:00 AM"
"13596","966-555-0193","2","5/9/2014 12:00:00 AM"
"13597","565-555-0115","1","12/28/2013 12:00:00 AM"
"13598","1 (11) 500 555-0127","2","8/18/2013 12:00:00 AM"
"13599","1 (11) 500 555-0148","2","6/5/2012 12:00:00 AM"
"13600","1 (11) 500 555-0178","1","6/1/2014 12:00:00 AM"
"13601","473-555-0194","1","7/26/2013 12:00:00 AM"
"13602","726-555-0168","2","10/18/2013 12:00:00 AM"
"13603","811-555-0195","2","4/8/2014 12:00:00 AM"
"13604","975-555-0163","1","10/11/2013 12:00:00 AM"
"13605","763-555-0126","2","1/3/2014 12:00:00 AM"
"13606","1 (11) 500 555-0129","2","6/23/2011 12:00:00 AM"
"13607","1 (11) 500 555-0117","2","7/26/2013 12:00:00 AM"
"13608","639-555-0126","2","8/29/2013 12:00:00 AM"
"13609","1 (11) 500 555-0176","1","10/9/2012 12:00:00 AM"
"13610","773-555-0184","1","1/31/2014 12:00:00 AM"
"13611","101-555-0146","1","7/7/2012 12:00:00 AM"
"13612","1 (11) 500 555-0143","1","1/8/2013 12:00:00 AM"
"13613","149-555-0191","2","12/29/2013 12:00:00 AM"
"13614","1 (11) 500 555-0188","1","9/29/2011 12:00:00 AM"
"13615","1 (11) 500 555-0143","2","5/27/2013 12:00:00 AM"
"13616","187-555-0115","2","10/30/2012 12:00:00 AM"
"13617","1 (11) 500 555-0144","2","9/21/2013 12:00:00 AM"
"13618","516-555-0137","1","1/19/2014 12:00:00 AM"
"13619","1 (11) 500 555-0177","1","11/27/2013 12:00:00 AM"
"13620","1 (11) 500 555-0181","1","10/7/2013 12:00:00 AM"
"13621","1 (11) 500 555-0197","2","11/22/2011 12:00:00 AM"
"13622","1 (11) 500 555-0137","1","5/29/2013 12:00:00 AM"
"13623","763-555-0134","1","8/19/2013 12:00:00 AM"
"13624","1 (11) 500 555-0114","2","5/31/2013 12:00:00 AM"
"13625","1 (11) 500 555-0174","1","4/6/2013 12:00:00 AM"
"13626","303-555-0111","2","3/29/2014 12:00:00 AM"
"13627","589-555-0197","1","6/12/2013 12:00:00 AM"
"13628","229-555-0114","2","10/6/2013 12:00:00 AM"
"13629","1 (11) 500 555-0193","2","4/27/2014 12:00:00 AM"
"13630","1 (11) 500 555-0166","1","7/21/2012 12:00:00 AM"
"13631","165-555-0162","1","3/16/2014 12:00:00 AM"
"13632","535-555-0118","1","8/22/2013 12:00:00 AM"
"13633","145-555-0177","1","5/3/2014 12:00:00 AM"
"13634","1 (11) 500 555-0169","1","1/8/2013 12:00:00 AM"
"13635","1 (11) 500 555-0180","1","12/9/2013 12:00:00 AM"
"13636","451-555-0175","2","11/27/2013 12:00:00 AM"
"13637","1 (11) 500 555-0116","1","9/26/2013 12:00:00 AM"
"13638","388-555-0189","2","2/3/2014 12:00:00 AM"
"13639","1 (11) 500 555-0119","2","3/9/2014 12:00:00 AM"
"13640","387-555-0144","2","10/11/2013 12:00:00 AM"
"13641","1 (11) 500 555-0118","1","4/23/2014 12:00:00 AM"
"13642","1 (11) 500 555-0180","2","4/4/2013 12:00:00 AM"
"13643","379-555-0182","1","7/27/2013 12:00:00 AM"
"13644","1 (11) 500 555-0118","1","4/5/2013 12:00:00 AM"
"13645","1 (11) 500 555-0187","2","9/23/2013 12:00:00 AM"
"13646","459-555-0138","2","4/12/2012 12:00:00 AM"
"13647","116-555-0180","2","2/24/2014 12:00:00 AM"
"13648","1 (11) 500 555-0141","2","12/3/2012 12:00:00 AM"
"13649","446-555-0170","2","3/29/2014 12:00:00 AM"
"13650","1 (11) 500 555-0128","1","4/11/2012 12:00:00 AM"
"13651","195-555-0131","1","2/1/2014 12:00:00 AM"
"13652","1 (11) 500 555-0154","2","3/3/2014 12:00:00 AM"
"13653","1 (11) 500 555-0170","1","7/26/2013 12:00:00 AM"
"13654","533-555-0161","2","3/25/2014 12:00:00 AM"
"13655","829-555-0111","2","1/9/2014 12:00:00 AM"
"13656","347-555-0116","1","11/4/2013 12:00:00 AM"
"13657","186-555-0198","2","2/25/2014 12:00:00 AM"
"13658","139-555-0181","2","1/19/2014 12:00:00 AM"
"13659","1 (11) 500 555-0114","1","6/16/2014 12:00:00 AM"
"13660","358-555-0120","1","1/29/2014 12:00:00 AM"
"13661","111-555-0181","2","8/22/2013 12:00:00 AM"
"13662","756-555-0133","1","7/17/2013 12:00:00 AM"
"13663","506-555-0128","1","10/21/2013 12:00:00 AM"
"13664","175-555-0128","1","12/28/2013 12:00:00 AM"
"13665","1 (11) 500 555-0119","1","5/26/2014 12:00:00 AM"
"13666","1 (11) 500 555-0196","1","8/24/2013 12:00:00 AM"
"13667","1 (11) 500 555-0152","2","3/11/2014 12:00:00 AM"
"13668","1 (11) 500 555-0119","2","7/26/2013 12:00:00 AM"
"13669","198-555-0197","1","10/13/2012 12:00:00 AM"
"13670","358-555-0164","2","4/2/2013 12:00:00 AM"
"13671","265-555-0159","2","10/15/2013 12:00:00 AM"
"13672","198-555-0136","1","4/19/2014 12:00:00 AM"
"13673","1 (11) 500 555-0179","2","7/28/2013 12:00:00 AM"
"13674","518-555-0197","2","12/23/2013 12:00:00 AM"
"13675","1 (11) 500 555-0132","2","5/6/2014 12:00:00 AM"
"13676","1 (11) 500 555-0135","2","2/23/2014 12:00:00 AM"
"13677","1 (11) 500 555-0114","2","11/10/2013 12:00:00 AM"
"13678","435-555-0159","1","5/6/2014 12:00:00 AM"
"13679","1 (11) 500 555-0131","1","11/13/2013 12:00:00 AM"
"13680","788-555-0163","2","8/1/2013 12:00:00 AM"
"13681","1 (11) 500 555-0192","2","12/18/2013 12:00:00 AM"
"13682","1 (11) 500 555-0172","2","10/21/2013 12:00:00 AM"
"13683","1 (11) 500 555-0114","1","1/17/2014 12:00:00 AM"
"13684","1 (11) 500 555-0187","1","5/14/2012 12:00:00 AM"
"13685","566-555-0115","1","9/2/2013 12:00:00 AM"
"13686","210-555-0123","1","12/10/2012 12:00:00 AM"
"13687","361-555-0116","2","4/10/2014 12:00:00 AM"
"13688","1 (11) 500 555-0114","2","5/14/2014 12:00:00 AM"
"13689","1 (11) 500 555-0166","2","11/2/2013 12:00:00 AM"
"13690","1 (11) 500 555-0115","1","3/16/2014 12:00:00 AM"
"13691","155-555-0146","1","11/13/2013 12:00:00 AM"
"13692","612-555-0184","2","4/4/2014 12:00:00 AM"
"13693","367-555-0158","1","3/24/2014 12:00:00 AM"
"13694","1 (11) 500 555-0190","2","1/25/2014 12:00:00 AM"
"13695","503-555-0135","1","9/2/2011 12:00:00 AM"
"13696","382-555-0138","2","3/30/2012 12:00:00 AM"
"13697","792-555-0157","1","3/15/2012 12:00:00 AM"
"13698","1 (11) 500 555-0147","1","3/2/2012 12:00:00 AM"
"13699","1 (11) 500 555-0114","2","1/1/2014 12:00:00 AM"
"13700","411-555-0124","2","4/30/2014 12:00:00 AM"
"13701","1 (11) 500 555-0127","2","5/11/2012 12:00:00 AM"
"13702","1 (11) 500 555-0186","1","8/17/2013 12:00:00 AM"
"13703","397-555-0152","2","9/24/2013 12:00:00 AM"
"13704","945-555-0189","2","7/21/2013 12:00:00 AM"
"13705","348-555-0137","2","5/28/2014 12:00:00 AM"
"13706","317-555-0155","2","12/24/2013 12:00:00 AM"
"13707","1 (11) 500 555-0191","1","10/13/2013 12:00:00 AM"
"13708","1 (11) 500 555-0119","2","4/29/2014 12:00:00 AM"
"13709","116-555-0111","2","7/15/2013 12:00:00 AM"
"13710","1 (11) 500 555-0128","2","12/7/2013 12:00:00 AM"
"13711","1 (11) 500 555-0128","2","5/14/2014 12:00:00 AM"
"13712","1 (11) 500 555-0198","2","7/24/2011 12:00:00 AM"
"13713","536-555-0145","2","11/17/2013 12:00:00 AM"
"13714","250-555-0138","2","4/8/2012 12:00:00 AM"
"13715","1 (11) 500 555-0135","1","1/23/2012 12:00:00 AM"
"13716","227-555-0182","1","4/13/2014 12:00:00 AM"
"13717","288-555-0116","1","12/31/2013 12:00:00 AM"
"13718","154-555-0181","1","5/20/2014 12:00:00 AM"
"13719","797-555-0157","2","8/31/2013 12:00:00 AM"
"13720","1 (11) 500 555-0179","1","10/25/2013 12:00:00 AM"
"13721","497-555-0116","1","3/11/2012 12:00:00 AM"
"13722","1 (11) 500 555-0168","1","6/6/2014 12:00:00 AM"
"13723","1 (11) 500 555-0133","1","10/3/2013 12:00:00 AM"
"13724","644-555-0160","2","4/15/2014 12:00:00 AM"
"13725","737-555-0178","1","2/18/2014 12:00:00 AM"
"13726","587-555-0119","2","9/25/2012 12:00:00 AM"
"13727","1 (11) 500 555-0151","2","1/7/2014 12:00:00 AM"
"13728","598-555-0125","1","11/30/2011 12:00:00 AM"
"13729","162-555-0149","2","6/22/2014 12:00:00 AM"
"13730","1 (11) 500 555-0133","2","4/9/2013 12:00:00 AM"
"13731","355-555-0178","1","12/30/2013 12:00:00 AM"
"13732","911-555-0117","2","7/13/2013 12:00:00 AM"
"13733","1 (11) 500 555-0125","1","3/9/2014 12:00:00 AM"
"13734","846-555-0140","1","11/6/2013 12:00:00 AM"
"13735","981-555-0119","2","12/6/2013 12:00:00 AM"
"13736","119-555-0134","1","11/15/2013 12:00:00 AM"
"13737","196-555-0183","2","9/18/2013 12:00:00 AM"
"13738","1 (11) 500 555-0196","1","7/10/2011 12:00:00 AM"
"13739","1 (11) 500 555-0166","1","5/11/2014 12:00:00 AM"
"13740","384-555-0198","2","1/23/2014 12:00:00 AM"
"13741","1 (11) 500 555-0179","1","8/25/2012 12:00:00 AM"
"13742","190-555-0184","1","7/16/2013 12:00:00 AM"
"13743","184-555-0150","2","10/28/2013 12:00:00 AM"
"13744","576-555-0177","2","10/12/2013 12:00:00 AM"
"13745","1 (11) 500 555-0174","2","2/19/2013 12:00:00 AM"
"13746","802-555-0178","2","3/20/2014 12:00:00 AM"
"13747","1 (11) 500 555-0196","1","9/9/2013 12:00:00 AM"
"13748","1 (11) 500 555-0111","1","3/24/2013 12:00:00 AM"
"13749","250-555-0134","1","10/3/2013 12:00:00 AM"
"13750","1 (11) 500 555-0170","2","2/22/2012 12:00:00 AM"
"13751","522-555-0169","2","10/4/2013 12:00:00 AM"
"13752","420-555-0156","1","4/10/2014 12:00:00 AM"
"13753","1 (11) 500 555-0194","2","2/21/2012 12:00:00 AM"
"13754","1 (11) 500 555-0145","2","2/12/2014 12:00:00 AM"
"13755","1 (11) 500 555-0163","1","1/24/2013 12:00:00 AM"
"13756","1 (11) 500 555-0139","1","6/30/2013 12:00:00 AM"
"13757","313-555-0148","2","4/21/2012 12:00:00 AM"
"13758","628-555-0177","2","6/20/2014 12:00:00 AM"
"13759","1 (11) 500 555-0136","2","10/5/2012 12:00:00 AM"
"13760","1 (11) 500 555-0165","2","7/18/2013 12:00:00 AM"
"13761","1 (11) 500 555-0112","2","12/4/2012 12:00:00 AM"
"13762","168-555-0117","1","9/16/2012 12:00:00 AM"
"13763","1 (11) 500 555-0140","1","11/29/2013 12:00:00 AM"
"13764","1 (11) 500 555-0152","2","2/12/2013 12:00:00 AM"
"13765","722-555-0113","1","8/29/2013 12:00:00 AM"
"13766","1 (11) 500 555-0141","1","11/16/2013 12:00:00 AM"
"13767","498-555-0175","1","9/27/2013 12:00:00 AM"
"13768","1 (11) 500 555-0145","1","3/22/2014 12:00:00 AM"
"13769","1 (11) 500 555-0127","2","4/18/2013 12:00:00 AM"
"13770","1 (11) 500 555-0114","2","12/15/2013 12:00:00 AM"
"13771","1 (11) 500 555-0159","1","10/5/2013 12:00:00 AM"
"13772","1 (11) 500 555-0128","1","2/18/2014 12:00:00 AM"
"13773","1 (11) 500 555-0150","2","8/13/2012 12:00:00 AM"
"13774","144-555-0173","2","7/21/2012 12:00:00 AM"
"13775","1 (11) 500 555-0181","2","5/12/2013 12:00:00 AM"
"13776","596-555-0179","1","9/24/2013 12:00:00 AM"
"13777","577-555-0182","1","7/29/2013 12:00:00 AM"
"13778","1 (11) 500 555-0191","1","9/5/2013 12:00:00 AM"
"13779","1 (11) 500 555-0165","1","4/24/2013 12:00:00 AM"
"13780","1 (11) 500 555-0129","1","11/1/2013 12:00:00 AM"
"13781","387-555-0182","2","12/10/2013 12:00:00 AM"
"13782","823-555-0147","2","3/15/2014 12:00:00 AM"
"13783","1 (11) 500 555-0125","1","1/3/2013 12:00:00 AM"
"13784","1 (11) 500 555-0184","2","3/1/2014 12:00:00 AM"
"13785","294-555-0180","1","5/1/2014 12:00:00 AM"
"13786","452-555-0132","1","8/30/2013 12:00:00 AM"
"13787","1 (11) 500 555-0111","2","6/20/2011 12:00:00 AM"
"13788","774-555-0146","2","12/8/2012 12:00:00 AM"
"13789","696-555-0112","2","9/28/2013 12:00:00 AM"
"13790","1 (11) 500 555-0127","2","3/12/2013 12:00:00 AM"
"13791","1 (11) 500 555-0127","1","3/12/2013 12:00:00 AM"
"13792","491-555-0118","1","4/6/2014 12:00:00 AM"
"13793","1 (11) 500 555-0119","2","2/14/2014 12:00:00 AM"
"13794","1 (11) 500 555-0177","1","4/2/2014 12:00:00 AM"
"13795","932-555-0117","2","2/20/2013 12:00:00 AM"
"13796","1 (11) 500 555-0177","1","5/30/2012 12:00:00 AM"
"13797","591-555-0144","2","11/20/2013 12:00:00 AM"
"13798","621-555-0196","2","1/3/2014 12:00:00 AM"
"13799","642-555-0119","1","12/16/2012 12:00:00 AM"
"13800","1 (11) 500 555-0127","1","3/15/2013 12:00:00 AM"
"13801","1 (11) 500 555-0112","2","12/31/2012 12:00:00 AM"
"13802","146-555-0119","2","11/29/2013 12:00:00 AM"
"13803","1 (11) 500 555-0174","1","9/10/2011 12:00:00 AM"
"13804","372-555-0160","1","12/12/2013 12:00:00 AM"
"13805","111-555-0166","2","2/21/2014 12:00:00 AM"
"13806","1 (11) 500 555-0194","1","12/29/2012 12:00:00 AM"
"13807","1 (11) 500 555-0143","1","12/9/2012 12:00:00 AM"
"13808","489-555-0188","2","1/16/2014 12:00:00 AM"
"13809","858-555-0127","2","11/24/2013 12:00:00 AM"
"13810","561-555-0129","1","6/25/2013 12:00:00 AM"
"13811","1 (11) 500 555-0153","2","9/7/2013 12:00:00 AM"
"13812","1 (11) 500 555-0145","2","5/17/2014 12:00:00 AM"
"13813","761-555-0188","1","4/24/2014 12:00:00 AM"
"13814","1 (11) 500 555-0189","1","3/30/2013 12:00:00 AM"
"13815","387-555-0136","1","5/14/2014 12:00:00 AM"
"13816","149-555-0186","1","2/8/2014 12:00:00 AM"
"13817","890-555-0111","1","10/31/2012 12:00:00 AM"
"13818","1 (11) 500 555-0169","2","2/16/2014 12:00:00 AM"
"13819","448-555-0176","2","10/10/2013 12:00:00 AM"
"13820","1 (11) 500 555-0150","1","9/13/2013 12:00:00 AM"
"13821","1 (11) 500 555-0140","1","7/15/2012 12:00:00 AM"
"13822","1 (11) 500 555-0111","2","12/26/2013 12:00:00 AM"
"13823","119-555-0180","1","6/4/2012 12:00:00 AM"
"13824","1 (11) 500 555-0113","1","10/10/2013 12:00:00 AM"
"13825","393-555-0137","1","5/16/2014 12:00:00 AM"
"13826","237-555-0115","2","11/9/2012 12:00:00 AM"
"13827","1 (11) 500 555-0130","2","8/1/2013 12:00:00 AM"
"13828","999-555-0152","1","7/27/2013 12:00:00 AM"
"13829","1 (11) 500 555-0123","1","2/10/2014 12:00:00 AM"
"13830","862-555-0125","2","1/29/2014 12:00:00 AM"
"13831","394-555-0114","1","4/20/2014 12:00:00 AM"
"13832","1 (11) 500 555-0140","2","1/8/2013 12:00:00 AM"
"13833","1 (11) 500 555-0176","1","2/19/2014 12:00:00 AM"
"13834","299-555-0164","2","2/28/2014 12:00:00 AM"
"13835","1 (11) 500 555-0198","2","8/20/2013 12:00:00 AM"
"13836","807-555-0178","2","1/23/2014 12:00:00 AM"
"13837","1 (11) 500 555-0153","1","10/6/2013 12:00:00 AM"
"13838","1 (11) 500 555-0150","2","12/28/2011 12:00:00 AM"
"13839","1 (11) 500 555-0116","1","5/1/2014 12:00:00 AM"
