"BusinessEntityID","NationalIDNumber","LoginID","OrganizationNode","OrganizationLevel","JobTitle","BirthDate","MaritalStatus","Gender","HireDate","SalariedFlag","VacationHours","SickLeaveHours","CurrentFlag","rowguid","ModifiedDate"
"218","540688287","adventure-works\tengiz0","/3/2/2/1/","4","Control Specialist","4/28/1990 12:00:00 AM","S","M","12/16/2008 12:00:00 AM","False","76","58","True","c609b3b2-7969-410c-934c-62c34b63c4ee","6/30/2014 12:00:00 AM"
"219","242381745","adventure-works\sean1","/3/2/2/2/","4","Document Control Assistant","3/12/1987 12:00:00 AM","S","M","1/22/2009 12:00:00 AM","False","78","59","True","f78657a9-83ef-4b4d-9809-3c4c6d1a7bb4","6/30/2014 12:00:00 AM"
"220","260770918","adventure-works\karen0","/3/2/2/3/","4","Document Control Assistant","12/25/1975 12:00:00 AM","M","F","2/9/2009 12:00:00 AM","False","79","59","True","8a41ed23-7ae2-4c15-aa5d-9496e721f848","6/30/2014 12:00:00 AM"
"221","260805477","adventure-works\chris1","/3/2/2/4/","4","Control Specialist","5/26/1987 12:00:00 AM","M","M","3/6/2009 12:00:00 AM","False","75","57","True","45c358fb-9c7f-4d36-8ec7-3d89e9fd07f4","6/30/2014 12:00:00 AM"
"222","685233686","adventure-works\ascott0","/3/3/","2","Master Scheduler","9/17/1968 12:00:00 AM","S","M","12/12/2008 12:00:00 AM","False","44","42","True","13909262-4136-492f-bca3-0b0e3773b03e","12/26/2014 9:17:08 AM"
"223","981495526","adventure-works\sairaj0","/3/3/1/","3","Scheduling Assistant","12/22/1987 12:00:00 AM","M","M","1/26/2009 12:00:00 AM","False","46","43","True","4d36a720-ce32-4c47-866a-db7844449309","6/30/2014 12:00:00 AM"
"224","621209647","adventure-works\william0","/3/3/2/","3","Scheduling Assistant","11/6/1981 12:00:00 AM","M","M","1/7/2009 12:00:00 AM","False","45","42","True","1a68cd62-6fe9-4613-90d4-2cd178e4e54a","6/30/2014 12:00:00 AM"
"225","470689086","adventure-works\alan0","/3/3/3/","3","Scheduling Assistant","3/29/1984 12:00:00 AM","M","M","2/13/2009 12:00:00 AM","False","47","43","True","de321854-b076-4d59-bb7b-42152031b108","6/30/2014 12:00:00 AM"
"226","368691270","adventure-works\brian1","/3/3/4/","3","Scheduling Assistant","8/11/1984 12:00:00 AM","M","M","3/3/2009 12:00:00 AM","False","48","44","True","dfa02733-c26e-4e31-99d8-9167e4e5131d","6/30/2014 12:00:00 AM"
"227","141165819","adventure-works\gary1","/3/4/","2","Facilities Manager","2/18/1971 12:00:00 AM","M","M","12/2/2009 12:00:00 AM","True","86","63","True","62f6ec59-5635-44f3-9cc1-2d8eeaf90a05","6/30/2014 12:00:00 AM"
"228","553069203","adventure-works\christian0","/3/4/1/","3","Maintenance Supervisor","1/18/1976 12:00:00 AM","M","M","12/14/2008 12:00:00 AM","True","92","66","True","4611c7c5-90a0-407f-b054-93bd51533609","6/30/2014 12:00:00 AM"
"229","879334904","adventure-works\lori1","/3/4/1/1/","4","Janitor","7/31/1970 12:00:00 AM","M","F","2/16/2010 12:00:00 AM","False","90","65","True","929fe187-ee24-4f5f-af2a-f96324f09423","6/30/2014 12:00:00 AM"
"230","28414965","adventure-works\stuart1","/3/4/1/2/","4","Janitor","12/17/1971 12:00:00 AM","M","M","3/5/2010 12:00:00 AM","False","88","64","True","cc2791e6-7629-49c5-922a-81445afdf033","6/30/2014 12:00:00 AM"
"231","153479919","adventure-works\jo1","/3/4/1/3/","4","Janitor","4/24/1954 12:00:00 AM","M","F","3/7/2010 12:00:00 AM","False","91","65","True","39af5cca-9b52-41e5-b510-72901d2578f6","6/30/2014 12:00:00 AM"
"232","646304055","adventure-works\pat0","/3/4/1/4/","4","Janitor","12/3/1970 12:00:00 AM","S","M","1/27/2010 12:00:00 AM","False","89","64","True","49238447-30ee-4009-993f-0b6c756ab436","6/30/2014 12:00:00 AM"
"233","552560652","adventure-works\magnus0","/3/4/2/","3","Facilities Administrative Assistant","8/27/1971 12:00:00 AM","M","M","12/21/2009 12:00:00 AM","False","87","63","True","0a4bcc09-ace5-4481-9067-8b9ed70eca18","6/30/2014 12:00:00 AM"
"234","184188301","adventure-works\laura1","/4/","1","Chief Financial Officer","1/6/1976 12:00:00 AM","M","F","1/31/2009 12:00:00 AM","True","0","20","True","d5e315a6-bd65-4d67-9d5f-81ef5c4ef8a6","6/30/2014 12:00:00 AM"
"235","535145551","adventure-works\paula0","/4/1/","2","Human Resources Manager","2/11/1976 12:00:00 AM","M","F","12/6/2008 12:00:00 AM","True","54","47","True","65028f15-4149-4de5-b203-9d7ec86baf87","6/30/2014 12:00:00 AM"
"236","476980013","adventure-works\grant0","/4/1/1/","3","Human Resources Administrative Assistant","4/16/1976 12:00:00 AM","S","M","2/25/2009 12:00:00 AM","False","53","46","True","4511abba-7f34-400e-907b-a663c20e1a41","6/30/2014 12:00:00 AM"
"237","416679555","adventure-works\hao0","/4/1/2/","3","Human Resources Administrative Assistant","4/17/1977 12:00:00 AM","S","M","2/6/2009 12:00:00 AM","False","52","46","True","fd53c4c8-b34e-460f-9ee5-747b07fe98b3","6/30/2014 12:00:00 AM"
"238","264306399","adventure-works\vidur0","/4/1/3/","3","Recruiter","8/1/1984 12:00:00 AM","S","M","1/1/2009 12:00:00 AM","False","50","45","True","47e76b59-b137-4572-ad55-6b3e68c13bd3","6/30/2014 12:00:00 AM"
"239","619308550","adventure-works\mindy0","/4/1/4/","3","Benefits Specialist","11/20/1984 12:00:00 AM","M","F","12/25/2008 12:00:00 AM","False","51","45","True","834d7ab6-06e6-4944-b42f-028cd4bd388e","6/30/2014 12:00:00 AM"
"240","332040978","adventure-works\willis0","/4/1/5/","3","Recruiter","7/18/1978 12:00:00 AM","S","M","12/13/2008 12:00:00 AM","False","49","44","True","a1d86ecc-ea17-4b1b-8369-f1d07ab0a469","6/30/2014 12:00:00 AM"
"241","30845","adventure-works\david6","/4/2/","2","Accounts Manager","7/8/1983 12:00:00 AM","M","M","1/30/2009 12:00:00 AM","True","57","48","True","2dc9d534-f5d1-4a14-8282-0a2a0eb6fd4d","6/30/2014 12:00:00 AM"
"242","363923697","adventure-works\deborah0","/4/2/1/","3","Accounts Receivable Specialist","3/6/1976 12:00:00 AM","M","F","12/18/2008 12:00:00 AM","False","60","50","True","09f75454-028c-46ca-bc08-0147bd0220d7","6/30/2014 12:00:00 AM"
"243","60517918","adventure-works\candy0","/4/2/2/","3","Accounts Receivable Specialist","2/23/1976 12:00:00 AM","S","F","1/6/2009 12:00:00 AM","False","61","50","True","9e9f713b-707c-4f7e-9504-de188052a045","6/30/2014 12:00:00 AM"
"244","931190412","adventure-works\bryan1","/4/2/3/","3","Accounts Receivable Specialist","9/20/1984 12:00:00 AM","S","M","1/24/2009 12:00:00 AM","False","62","51","True","cb3e71ec-a381-4716-87df-d3841ab9795a","6/30/2014 12:00:00 AM"
"245","363910111","adventure-works\barbara1","/4/2/4/","3","Accountant","1/4/1976 12:00:00 AM","M","F","2/18/2009 12:00:00 AM","True","58","49","True","3ffba84e-8e97-4649-a5e1-859649d83aae","6/30/2014 12:00:00 AM"
"246","663843431","adventure-works\dragan0","/4/2/5/","3","Accounts Payable Specialist","2/14/1977 12:00:00 AM","M","M","2/11/2009 12:00:00 AM","False","63","51","True","51c54d34-064b-44f7-a6b1-7702bd491980","6/30/2014 12:00:00 AM"
"247","519756660","adventure-works\janet0","/4/2/6/","3","Accounts Payable Specialist","3/9/1979 12:00:00 AM","M","F","3/1/2009 12:00:00 AM","False","64","52","True","0c641d77-8675-493f-9947-8c65136559cd","6/30/2014 12:00:00 AM"
"248","480951955","adventure-works\mike0","/4/2/7/","3","Accountant","7/1/1979 12:00:00 AM","S","M","3/8/2009 12:00:00 AM","True","59","49","True","ac35337d-7c75-4dee-bb11-6564f257fe18","6/30/2014 12:00:00 AM"
"249","121491555","adventure-works\wendy0","/4/3/","2","Finance Manager","10/11/1984 12:00:00 AM","S","F","12/25/2008 12:00:00 AM","True","55","47","True","8f410408-4aa8-4d67-886d-530bfe4ebe3b","6/30/2014 12:00:00 AM"
"250","895209680","adventure-works\sheela0","/4/3/1/","3","Purchasing Manager","2/10/1978 12:00:00 AM","S","F","2/25/2011 12:00:00 AM","True","49","44","True","7d6b0155-0191-4599-8394-378ebde63c9a","6/30/2014 12:00:00 AM"
"251","603686790","adventure-works\mikael0","/4/3/1/1/","4","Buyer","8/17/1984 12:00:00 AM","S","M","2/10/2009 12:00:00 AM","False","59","49","True","d0fd55ff-42fa-491e-8b3b-ab3316018909","6/30/2014 12:00:00 AM"
"252","792847334","adventure-works\arvind0","/4/3/1/2/","4","Buyer","8/21/1974 12:00:00 AM","M","M","2/28/2009 12:00:00 AM","False","60","50","True","51de26f0-6ed9-4a70-b689-88eb882674b6","6/30/2014 12:00:00 AM"
"253","407505660","adventure-works\linda2","/4/3/1/3/","4","Buyer","11/30/1970 12:00:00 AM","M","F","12/17/2009 12:00:00 AM","False","56","48","True","ed06f9f4-2123-4c44-89d7-e43e1e1abc2f","6/30/2014 12:00:00 AM"
"254","482810518","adventure-works\fukiko0","/4/3/1/4/","4","Buyer","11/24/1970 12:00:00 AM","M","M","1/4/2010 12:00:00 AM","False","57","48","True","36cd6636-c657-4fc7-9bfa-cc1bfa9102a2","6/30/2014 12:00:00 AM"
"255","466142721","adventure-works\gordon0","/4/3/1/5/","4","Buyer","11/29/1966 12:00:00 AM","M","M","1/11/2010 12:00:00 AM","False","52","46","True","2cb2d5c3-c437-49b1-9ffd-faa096f6126f","6/30/2014 12:00:00 AM"
"256","367453993","adventure-works\frank2","/4/3/1/6/","4","Buyer","5/12/1952 12:00:00 AM","M","M","1/23/2010 12:00:00 AM","False","58","49","True","0423d8d0-1b14-4718-8c17-85e2f98d222f","6/30/2014 12:00:00 AM"
"257","381073001","adventure-works\eric2","/4/3/1/7/","4","Buyer","9/17/1972 12:00:00 AM","S","M","1/27/2010 12:00:00 AM","False","54","47","True","a28ab377-06f5-417a-a5e2-59f459088699","6/30/2014 12:00:00 AM"
"258","785853949","adventure-works\erin0","/4/3/1/8/","4","Buyer","1/4/1971 12:00:00 AM","S","F","1/31/2010 12:00:00 AM","False","53","46","True","b60712a9-50a5-4296-b892-69c4701834b0","6/30/2014 12:00:00 AM"
"259","20269531","adventure-works\ben0","/4/3/1/9/","4","Buyer","6/3/1973 12:00:00 AM","M","M","3/9/2010 12:00:00 AM","False","55","47","True","b9641cae-765c-4662-b760-c167a1f2b8b5","6/30/2014 12:00:00 AM"
"260","437296311","adventure-works\annette0","/4/3/1/10/","4","Purchasing Assistant","1/29/1978 12:00:00 AM","M","F","12/6/2010 12:00:00 AM","False","50","45","True","9e03395f-4d5d-4a53-880e-174bd8c1db59","6/30/2014 12:00:00 AM"
"261","280633567","adventure-works\reinout0","/4/3/1/11/","4","Purchasing Assistant","1/17/1978 12:00:00 AM","M","M","12/25/2010 12:00:00 AM","False","51","45","True","9825eb00-8e36-4506-93a2-6ddcdc0b13c3","6/30/2014 12:00:00 AM"
"262","231203233","adventure-works\david5","/4/4/","2","Assistant to the Chief Financial Officer","6/21/1964 12:00:00 AM","S","M","1/12/2009 12:00:00 AM","False","56","48","True","be81fd77-428c-449f-ab79-48b1cdf53d6a","6/30/2014 12:00:00 AM"
"263","441044382","adventure-works\jean0","/5/","1","Information Services Manager","12/13/1975 12:00:00 AM","S","F","12/11/2008 12:00:00 AM","True","65","52","True","794a0b1f-c46a-401c-984d-008996fc7092","6/30/2014 12:00:00 AM"
"264","858323870","adventure-works\stephanie0","/5/1/","2","Network Manager","3/25/1984 12:00:00 AM","S","F","2/4/2009 12:00:00 AM","True","68","54","True","221cbb7b-8bae-452b-a16f-a67ebb3873c8","6/30/2014 12:00:00 AM"
"265","749389530","adventure-works\ashvini0","/5/1/1/","3","Network Administrator","3/27/1977 12:00:00 AM","S","M","12/4/2008 12:00:00 AM","False","70","55","True","2e680c1c-7c02-4343-9626-6f97273414c0","6/30/2014 12:00:00 AM"
"266","672243793","adventure-works\peter1","/5/1/2/","3","Network Administrator","5/28/1980 12:00:00 AM","S","M","2/23/2009 12:00:00 AM","False","69","54","True","86601e6a-6955-40fc-bb4a-1053a843ce99","6/30/2014 12:00:00 AM"
"267","58317344","adventure-works\karen1","/5/2/","2","Application Specialist","5/19/1978 12:00:00 AM","S","F","2/16/2009 12:00:00 AM","True","74","57","True","45c3d0f5-3332-419d-ad40-a98996bb5531","6/30/2014 12:00:00 AM"
"268","314747499","adventure-works\ramesh0","/5/3/","2","Application Specialist","3/13/1988 12:00:00 AM","S","M","2/3/2009 12:00:00 AM","True","73","56","True","be190269-4003-4d7f-809e-7b3fdc235da8","6/30/2014 12:00:00 AM"
"269","671089628","adventure-works\dan0","/5/4/","2","Application Specialist","5/26/1987 12:00:00 AM","M","M","1/11/2009 12:00:00 AM","True","72","56","True","71b0d010-5ac5-4e91-8efa-c311c1372a73","6/30/2014 12:00:00 AM"
"270","643805155","adventure-works\françois0","/5/5/","2","Database Administrator","5/17/1975 12:00:00 AM","S","M","1/17/2009 12:00:00 AM","True","67","53","True","0c7f025d-8d56-48ef-86c0-f09db63d0182","6/30/2014 12:00:00 AM"
"271","929666391","adventure-works\dan1","/5/6/","2","Database Administrator","1/6/1976 12:00:00 AM","M","M","1/22/2009 12:00:00 AM","True","66","53","True","2474e1a9-902d-466c-b0b2-6dcac927f753","6/30/2014 12:00:00 AM"
"272","525932996","adventure-works\janaina0","/5/7/","2","Application Specialist","1/30/1985 12:00:00 AM","M","F","12/23/2008 12:00:00 AM","True","71","55","True","241535c7-7a31-4a6a-9e0d-a83c30c2edda","6/30/2014 12:00:00 AM"
"273","112432117","adventure-works\brian3","/6/","1","Vice President of Sales","6/6/1977 12:00:00 AM","S","M","2/15/2011 12:00:00 AM","True","10","25","True","f3ec557c-8b41-4ee6-bb0c-e3b93aff81e5","6/30/2014 12:00:00 AM"
"274","502097814","adventure-works\stephen0","/6/1/","2","North American Sales Manager","10/17/1951 12:00:00 AM","M","M","1/4/2011 12:00:00 AM","True","14","27","True","86d5fa9e-4bc0-48c8-91dc-1ec467418d11","6/30/2014 12:00:00 AM"
"275","841560125","adventure-works\michael9","/6/1/1/","3","Sales Representative","12/25/1968 12:00:00 AM","S","M","5/31/2011 12:00:00 AM","True","38","39","True","e19f8de2-0f40-418c-84a2-db48b98dc6a2","6/30/2014 12:00:00 AM"
"276","191644724","adventure-works\linda3","/6/1/2/","3","Sales Representative","2/27/1980 12:00:00 AM","M","F","5/31/2011 12:00:00 AM","True","27","33","True","4509f387-d73a-43dc-a502-b1c27aa1dc9e","6/30/2014 12:00:00 AM"
"277","615389812","adventure-works\jillian0","/6/1/3/","3","Sales Representative","8/29/1962 12:00:00 AM","S","F","5/31/2011 12:00:00 AM","True","24","32","True","a011c97b-081c-4739-996f-c1cac4532f8d","6/30/2014 12:00:00 AM"
"278","234474252","adventure-works\garrett1","/6/1/4/","3","Sales Representative","2/4/1975 12:00:00 AM","M","M","5/31/2011 12:00:00 AM","True","33","36","True","50eecc16-0d0d-43a9-9649-016c06de8d78","6/30/2014 12:00:00 AM"
"279","716374314","adventure-works\tsvi0","/6/1/5/","3","Sales Representative","1/18/1974 12:00:00 AM","M","M","5/31/2011 12:00:00 AM","True","29","34","True","bb510fce-0105-4306-b591-6450d9ebf401","6/30/2014 12:00:00 AM"
"280","61161660","adventure-works\pamela0","/6/1/6/","3","Sales Representative","12/6/1974 12:00:00 AM","S","F","5/31/2011 12:00:00 AM","True","22","31","True","7627b9d6-0707-4706-9ad9-0d37506b08ae","6/30/2014 12:00:00 AM"
"281","139397894","adventure-works\shu0","/6/1/7/","3","Sales Representative","3/9/1968 12:00:00 AM","M","M","5/31/2011 12:00:00 AM","True","26","33","True","4103c891-37e8-4dfc-aeac-b55e2bc1be1c","6/30/2014 12:00:00 AM"
"282","399771412","adventure-works\josé1","/6/1/8/","3","Sales Representative","12/11/1963 12:00:00 AM","M","M","5/31/2011 12:00:00 AM","True","31","35","True","fd3992fb-3067-451d-a09d-73bd53c0feca","6/30/2014 12:00:00 AM"
"283","987554265","adventure-works\david8","/6/1/9/","3","Sales Representative","2/11/1974 12:00:00 AM","S","M","5/31/2011 12:00:00 AM","True","23","31","True","1e8f9e91-508f-4d49-acd2-775c836030ed","6/30/2014 12:00:00 AM"
"284","90836195","adventure-works\tete0","/6/1/10/","3","Sales Representative","1/5/1978 12:00:00 AM","M","M","9/30/2012 12:00:00 AM","True","39","39","True","0c67ce00-de78-4712-908f-06939a2c58d5","6/30/2014 12:00:00 AM"
"285","481044938","adventure-works\syed0","/6/2/","2","Pacific Sales Manager","1/11/1975 12:00:00 AM","M","M","3/14/2013 12:00:00 AM","True","20","30","True","86f292db-b73c-429d-9912-800994d809fb","6/30/2014 12:00:00 AM"
"286","758596752","adventure-works\lynn0","/6/2/1/","3","Sales Representative","2/14/1977 12:00:00 AM","S","F","5/30/2013 12:00:00 AM","True","36","38","True","4a9a8407-a680-4a6b-8d03-511cb58f9a8a","6/30/2014 12:00:00 AM"
"287","982310417","adventure-works\amy0","/6/3/","2","European Sales Manager","9/20/1957 12:00:00 AM","M","F","4/16/2012 12:00:00 AM","True","21","30","True","66d66445-ee78-4676-9e66-0e22d6109a92","6/30/2014 12:00:00 AM"
"288","954276278","adventure-works\rachel0","/6/3/1/","3","Sales Representative","7/9/1975 12:00:00 AM","S","F","5/30/2013 12:00:00 AM","True","35","37","True","b9bf7741-e0ca-4f37-acde-a4f78c6d03e9","6/30/2014 12:00:00 AM"
"289","668991357","adventure-works\jae0","/6/3/2/","3","Sales Representative","3/17/1968 12:00:00 AM","M","F","5/30/2012 12:00:00 AM","True","37","38","True","723a5921-d8a1-4659-9bc4-13c4cf7c9c91","6/30/2014 12:00:00 AM"
"290","134219713","adventure-works\ranjit0","/6/3/3/","3","Sales Representative","9/30/1975 12:00:00 AM","S","M","5/30/2012 12:00:00 AM","True","34","37","True","604213f9-dd0f-43b4-bdd2-c96e93d3f4bf","6/30/2014 12:00:00 AM"
