"CreditCardID","CardType","CardNumber","ExpMonth","ExpYear","ModifiedDate"
"10820","Vista","11116938446250","10","2008","4/26/2013 12:00:00 AM"
"10821","Distinguish","55553222388251","3","2008","8/25/2013 12:00:00 AM"
"10822","Vista","11111717908620","9","2008","7/26/2013 12:00:00 AM"
"10823","Vista","11116036983362","1","2005","11/15/2013 12:00:00 AM"
"10824","SuperiorCard","33337506806687","11","2007","3/22/2014 12:00:00 AM"
"10825","Distinguish","55552488029517","9","2008","9/4/2013 12:00:00 AM"
"10826","ColonialVoice","77773151020679","3","2006","1/8/2013 12:00:00 AM"
"10827","Distinguish","55553249269779","5","2006","12/14/2011 12:00:00 AM"
"10828","Vista","11115845493991","1","2007","7/18/2013 12:00:00 AM"
"10829","ColonialVoice","77776513519515","11","2005","4/28/2012 12:00:00 AM"
"10830","SuperiorCard","33338785409966","7","2007","10/20/2012 12:00:00 AM"
"10831","SuperiorCard","33334384754810","10","2006","5/7/2013 12:00:00 AM"
"10832","SuperiorCard","33334899978398","4","2008","6/30/2013 12:00:00 AM"
"10833","ColonialVoice","77776542919391","11","2005","1/17/2013 12:00:00 AM"
"10834","Distinguish","55551268315172","8","2007","5/19/2014 12:00:00 AM"
"10835","ColonialVoice","77772732945680","8","2006","3/22/2014 12:00:00 AM"
"10836","SuperiorCard","33339786547190","7","2005","1/29/2012 12:00:00 AM"
"10837","ColonialVoice","77772199861672","11","2007","1/3/2014 12:00:00 AM"
"10838","SuperiorCard","33335161612384","11","2007","3/22/2013 12:00:00 AM"
"10839","ColonialVoice","77779724619267","1","2008","11/27/2013 12:00:00 AM"
"10840","Vista","11114657556290","1","2008","9/26/2013 12:00:00 AM"
"10841","ColonialVoice","77775884644656","7","2007","9/21/2012 12:00:00 AM"
"10842","Distinguish","55553529339705","4","2005","1/28/2012 12:00:00 AM"
"10843","Distinguish","55552075974774","11","2008","6/21/2014 12:00:00 AM"
"10844","ColonialVoice","77779374300245","8","2007","3/31/2014 12:00:00 AM"
"10845","Vista","11116205809061","3","2007","11/8/2011 12:00:00 AM"
"10846","Distinguish","55551928915475","11","2007","6/7/2013 12:00:00 AM"
"10847","Vista","11117871911004","4","2006","12/17/2013 12:00:00 AM"
"10848","Vista","11114275817107","9","2006","7/19/2013 12:00:00 AM"
"10849","Distinguish","55557344394097","4","2005","4/1/2012 12:00:00 AM"
"10850","Distinguish","55553609145680","2","2005","7/7/2013 12:00:00 AM"
"10851","SuperiorCard","33331592531396","5","2006","7/20/2012 12:00:00 AM"
"10852","Vista","11114386496896","5","2008","6/5/2014 12:00:00 AM"
"10853","Distinguish","55557472059269","5","2008","10/25/2013 12:00:00 AM"
"10854","SuperiorCard","33332833539096","1","2008","12/27/2013 12:00:00 AM"
"10855","Distinguish","55552122877223","9","2005","5/5/2012 12:00:00 AM"
"10856","ColonialVoice","77777763802341","11","2006","11/12/2013 12:00:00 AM"
"10857","SuperiorCard","33331072570999","8","2007","11/30/2013 12:00:00 AM"
"10858","ColonialVoice","77772597915479","9","2008","8/13/2013 12:00:00 AM"
"10859","SuperiorCard","33336713449765","3","2006","11/17/2013 12:00:00 AM"
"10860","ColonialVoice","77772025355127","11","2005","12/1/2013 12:00:00 AM"
"10861","SuperiorCard","33339222319116","11","2007","8/26/2013 12:00:00 AM"
"10862","ColonialVoice","77779203584617","4","2008","4/9/2013 12:00:00 AM"
"10863","Distinguish","55555512283529","9","2005","2/18/2014 12:00:00 AM"
"10864","SuperiorCard","33338338288808","11","2007","11/4/2013 12:00:00 AM"
"10865","Vista","11112125452237","8","2005","4/23/2014 12:00:00 AM"
"10866","Distinguish","55558936193717","11","2006","5/15/2014 12:00:00 AM"
"10867","Vista","11112515862554","9","2006","3/11/2014 12:00:00 AM"
"10868","ColonialVoice","77772296339624","9","2007","4/12/2014 12:00:00 AM"
"10869","Vista","11111736639980","10","2005","5/24/2011 12:00:00 AM"
"10870","SuperiorCard","33339046656340","10","2006","1/11/2014 12:00:00 AM"
"10871","Distinguish","55551300740677","9","2006","8/7/2013 12:00:00 AM"
"10872","ColonialVoice","77779020507209","11","2008","10/20/2013 12:00:00 AM"
"10873","Distinguish","55552557521625","7","2008","2/21/2013 12:00:00 AM"
"10874","ColonialVoice","77774303644770","9","2006","2/13/2009 12:00:00 AM"
"10875","Vista","11117244421897","10","2005","11/30/2013 12:00:00 AM"
"10876","ColonialVoice","77776911272604","11","2006","9/25/2013 12:00:00 AM"
"10877","Distinguish","55555977344806","4","2005","3/4/2014 12:00:00 AM"
"10878","ColonialVoice","77777504092035","3","2006","3/12/2013 12:00:00 AM"
"10879","ColonialVoice","77774039418360","10","2007","1/15/2014 12:00:00 AM"
"10880","Distinguish","55558284273541","7","2008","4/22/2014 12:00:00 AM"
"10881","SuperiorCard","33332458891521","6","2007","8/6/2013 12:00:00 AM"
"10882","Distinguish","55557723662910","11","2007","6/8/2011 12:00:00 AM"
"10883","Distinguish","55552674598878","11","2006","1/9/2013 12:00:00 AM"
"10884","Vista","11112757830573","8","2005","10/3/2013 12:00:00 AM"
"10885","Distinguish","55551134958870","7","2005","4/7/2014 12:00:00 AM"
"10886","SuperiorCard","33336877999223","9","2005","5/1/2014 12:00:00 AM"
"10887","Vista","11118062858959","10","2008","8/30/2013 12:00:00 AM"
"10888","ColonialVoice","77772152512066","3","2005","3/14/2014 12:00:00 AM"
"10889","Vista","11115712523192","9","2006","7/24/2013 12:00:00 AM"
"10890","SuperiorCard","33339268328474","3","2008","8/4/2013 12:00:00 AM"
"10891","Distinguish","55558871839181","1","2008","4/10/2014 12:00:00 AM"
"10892","Distinguish","55553299553414","11","2008","6/1/2013 12:00:00 AM"
"10893","Distinguish","55555465979617","4","2007","1/25/2012 12:00:00 AM"
"10894","ColonialVoice","77779577560751","6","2006","5/3/2014 12:00:00 AM"
"10895","SuperiorCard","33336519653304","12","2007","2/26/2012 12:00:00 AM"
"10896","SuperiorCard","33338395261732","12","2008","6/11/2012 12:00:00 AM"
"10897","Distinguish","55555614966139","1","2005","3/7/2014 12:00:00 AM"
"10898","Vista","11111683954088","8","2005","6/22/2013 12:00:00 AM"
"10899","Vista","11111771993480","11","2006","7/31/2012 12:00:00 AM"
"10900","Vista","11115522626462","4","2005","1/24/2013 12:00:00 AM"
"10901","SuperiorCard","33332048087562","3","2008","4/4/2014 12:00:00 AM"
"10902","Vista","11112933289642","3","2005","6/30/2013 12:00:00 AM"
"10903","SuperiorCard","33332707750642","8","2005","10/9/2013 12:00:00 AM"
"10904","Vista","11112338465911","12","2008","6/26/2011 12:00:00 AM"
"10905","SuperiorCard","33332512594194","4","2008","12/11/2013 12:00:00 AM"
"10906","SuperiorCard","33336500381343","12","2006","1/22/2013 12:00:00 AM"
"10907","ColonialVoice","77773930228608","4","2006","7/19/2013 12:00:00 AM"
"10908","Vista","11113449168741","4","2006","1/27/2014 12:00:00 AM"
"10909","Distinguish","55554422411755","3","2006","7/31/2013 12:00:00 AM"
"10910","SuperiorCard","33332338211055","6","2006","10/23/2013 12:00:00 AM"
"10911","ColonialVoice","77776739603259","11","2006","4/24/2014 12:00:00 AM"
"10912","Distinguish","55559698578160","8","2007","6/2/2011 12:00:00 AM"
"10913","Distinguish","55554607021827","12","2005","5/18/2012 12:00:00 AM"
"10914","Vista","11116265648210","6","2006","12/11/2011 12:00:00 AM"
"10915","Distinguish","55555015181337","2","2007","7/31/2012 12:00:00 AM"
"10916","SuperiorCard","33336032772605","8","2005","4/1/2014 12:00:00 AM"
"10917","ColonialVoice","77779196025253","10","2006","8/20/2013 12:00:00 AM"
"10918","Vista","11115056693333","4","2006","4/10/2014 12:00:00 AM"
"10919","ColonialVoice","77779063405692","9","2008","12/31/2012 12:00:00 AM"
"10920","ColonialVoice","77775986068360","10","2008","4/26/2014 12:00:00 AM"
"10921","SuperiorCard","33339596364699","9","2008","8/17/2012 12:00:00 AM"
"10922","SuperiorCard","33335620394125","5","2005","1/1/2014 12:00:00 AM"
"10923","Vista","11112847910959","2","2007","5/22/2014 12:00:00 AM"
"10924","SuperiorCard","33331328140780","7","2007","12/31/2013 12:00:00 AM"
"10925","Distinguish","55559475161360","9","2006","12/1/2013 12:00:00 AM"
"10926","Distinguish","55551836272821","11","2008","7/19/2013 12:00:00 AM"
"10927","ColonialVoice","77772275248050","12","2007","6/16/2014 12:00:00 AM"
"10928","ColonialVoice","77774244671654","3","2006","10/30/2013 12:00:00 AM"
"10929","SuperiorCard","33337674441276","9","2005","3/7/2014 12:00:00 AM"
"10930","SuperiorCard","33336803103437","11","2006","2/10/2014 12:00:00 AM"
"10931","Vista","11119593579280","7","2007","6/5/2014 12:00:00 AM"
"10932","Distinguish","55559459735026","1","2007","1/3/2014 12:00:00 AM"
"10933","SuperiorCard","33338672080071","12","2006","5/21/2012 12:00:00 AM"
"10934","SuperiorCard","33335918537353","8","2007","1/11/2012 12:00:00 AM"
"10935","SuperiorCard","33337583304747","2","2005","7/4/2013 12:00:00 AM"
"10936","ColonialVoice","77771777277721","8","2005","6/22/2011 12:00:00 AM"
"10937","SuperiorCard","33337482393885","10","2007","7/20/2013 12:00:00 AM"
"10938","SuperiorCard","33336950047941","8","2007","5/22/2012 12:00:00 AM"
"10939","ColonialVoice","77777142296851","8","2007","7/26/2013 12:00:00 AM"
"10940","ColonialVoice","77777766310667","4","2007","1/26/2014 12:00:00 AM"
"10941","ColonialVoice","77772022187727","8","2005","2/19/2009 12:00:00 AM"
"10942","Distinguish","55551861562057","9","2006","4/5/2014 12:00:00 AM"
"10943","Vista","11118478456012","2","2005","12/2/2011 12:00:00 AM"
"10944","Distinguish","55555217435427","7","2006","11/6/2013 12:00:00 AM"
"10945","SuperiorCard","33337434840130","2","2006","10/24/2013 12:00:00 AM"
"10946","SuperiorCard","33335145944133","2","2005","8/9/2013 12:00:00 AM"
"10947","Vista","11119726491835","4","2005","5/14/2014 12:00:00 AM"
"10948","Distinguish","55559411568670","8","2008","1/31/2012 12:00:00 AM"
"10949","SuperiorCard","33332616623362","9","2006","5/1/2014 12:00:00 AM"
"10950","Vista","11116507561393","5","2008","3/2/2014 12:00:00 AM"
"10951","Distinguish","55551313469571","9","2005","1/23/2014 12:00:00 AM"
"10952","Distinguish","55553968864689","12","2006","2/14/2012 12:00:00 AM"
"10953","Distinguish","55559673649322","3","2006","4/9/2013 12:00:00 AM"
"10954","Distinguish","55554148882335","6","2007","10/3/2013 12:00:00 AM"
"10955","Vista","11118135546784","5","2008","6/30/2013 12:00:00 AM"
"10956","Distinguish","55551834650206","11","2005","1/18/2014 12:00:00 AM"
"10957","SuperiorCard","33338388401987","4","2005","7/12/2013 12:00:00 AM"
"10958","Vista","11114717291866","12","2006","10/10/2011 12:00:00 AM"
"10959","Distinguish","55557713699090","11","2006","4/14/2014 12:00:00 AM"
"10960","SuperiorCard","33332978357269","2","2005","7/6/2013 12:00:00 AM"
"10961","ColonialVoice","77773937913100","3","2007","1/25/2010 12:00:00 AM"
"10962","Distinguish","55551043018340","11","2008","4/21/2014 12:00:00 AM"
"10963","Vista","11112859674825","6","2007","9/5/2013 12:00:00 AM"
"10964","SuperiorCard","33339900167905","11","2005","5/5/2013 12:00:00 AM"
"10965","Vista","11119470876285","5","2005","5/25/2014 12:00:00 AM"
"10966","ColonialVoice","77772595588034","11","2005","11/12/2012 12:00:00 AM"
"10967","ColonialVoice","77773495979576","11","2006","11/2/2013 12:00:00 AM"
"10968","Vista","11118885013591","9","2008","4/1/2013 12:00:00 AM"
"10969","Distinguish","55555857638336","7","2007","9/24/2013 12:00:00 AM"
"10970","SuperiorCard","33338938378790","2","2007","5/25/2014 12:00:00 AM"
"10971","Distinguish","55552138131752","5","2008","5/12/2014 12:00:00 AM"
"10972","Distinguish","55552321016567","4","2005","9/14/2013 12:00:00 AM"
"10973","Vista","11119342401044","1","2007","2/6/2014 12:00:00 AM"
"10974","Distinguish","55555236124203","4","2007","7/20/2013 12:00:00 AM"
"10975","SuperiorCard","33335374539417","3","2005","12/7/2013 12:00:00 AM"
"10976","Distinguish","55551054573157","2","2007","2/5/2014 12:00:00 AM"
"10977","SuperiorCard","33339018102687","12","2005","5/19/2013 12:00:00 AM"
"10978","ColonialVoice","77778440608654","10","2005","10/5/2013 12:00:00 AM"
"10979","SuperiorCard","33332772709146","5","2008","8/23/2013 12:00:00 AM"
"10980","Vista","11116748325799","11","2007","12/18/2011 12:00:00 AM"
"10981","Vista","11114745410512","8","2005","2/9/2013 12:00:00 AM"
"10982","SuperiorCard","33333648118271","10","2007","11/2/2013 12:00:00 AM"
"10983","SuperiorCard","33334113091435","4","2008","8/7/2013 12:00:00 AM"
"10984","SuperiorCard","33336119283176","10","2008","12/4/2013 12:00:00 AM"
"10985","ColonialVoice","77771437165040","8","2007","10/16/2013 12:00:00 AM"
"10986","Distinguish","55553209904710","2","2008","4/15/2014 12:00:00 AM"
"10987","Distinguish","55554143760913","9","2008","11/14/2012 12:00:00 AM"
"10988","SuperiorCard","33337013332583","10","2008","6/2/2014 12:00:00 AM"
"10989","SuperiorCard","33335578094109","11","2005","2/2/2012 12:00:00 AM"
"10990","Distinguish","55559885099715","4","2005","8/1/2012 12:00:00 AM"
"10991","ColonialVoice","77773440107135","3","2005","10/6/2013 12:00:00 AM"
"10992","SuperiorCard","33331520148985","10","2007","11/14/2013 12:00:00 AM"
"10993","SuperiorCard","33332624364655","10","2005","10/3/2013 12:00:00 AM"
"10994","ColonialVoice","77776901667697","11","2008","4/26/2014 12:00:00 AM"
"10995","Distinguish","55554899705139","7","2006","5/30/2012 12:00:00 AM"
"10996","Vista","11111564353598","11","2006","10/30/2013 12:00:00 AM"
"10997","Distinguish","55558223762526","6","2008","9/12/2013 12:00:00 AM"
"10998","ColonialVoice","77777797730451","4","2005","1/5/2009 12:00:00 AM"
"10999","Distinguish","55559588383492","8","2006","11/30/2011 12:00:00 AM"
"11000","SuperiorCard","33339980077163","11","2007","5/18/2014 12:00:00 AM"
"11001","ColonialVoice","77778545396383","8","2007","3/15/2014 12:00:00 AM"
"11002","ColonialVoice","77773027240031","11","2006","5/23/2014 12:00:00 AM"
"11003","SuperiorCard","33336589325878","1","2007","7/31/2013 12:00:00 AM"
"11004","SuperiorCard","33332896155505","6","2005","3/2/2014 12:00:00 AM"
"11005","ColonialVoice","77776365904678","5","2008","11/13/2013 12:00:00 AM"
"11006","Distinguish","55552716719661","12","2007","5/28/2014 12:00:00 AM"
"11007","SuperiorCard","33332649534104","4","2006","10/6/2013 12:00:00 AM"
"11008","Vista","11117967247104","2","2007","1/3/2013 12:00:00 AM"
"11009","Distinguish","55552441555230","11","2008","11/1/2012 12:00:00 AM"
"11010","Vista","11114433842496","2","2005","5/22/2012 12:00:00 AM"
"11011","ColonialVoice","77777451831007","3","2006","7/1/2011 12:00:00 AM"
"11012","Vista","11119947988485","11","2007","9/30/2012 12:00:00 AM"
"11013","Vista","11116550581177","8","2006","1/24/2009 12:00:00 AM"
"11014","ColonialVoice","77771511526661","3","2008","1/17/2014 12:00:00 AM"
"11015","Distinguish","55559756765668","5","2008","8/15/2013 12:00:00 AM"
"11016","Distinguish","55556641564568","3","2007","3/13/2014 12:00:00 AM"
"11017","ColonialVoice","77773392398640","4","2007","3/8/2014 12:00:00 AM"
"11018","Vista","11114023394559","2","2005","4/15/2014 12:00:00 AM"
"11019","Distinguish","55558730050488","1","2005","3/19/2013 12:00:00 AM"
"11020","SuperiorCard","33331383035448","8","2005","8/19/2013 12:00:00 AM"
"11021","Distinguish","55551940073391","6","2005","3/18/2013 12:00:00 AM"
"11022","Distinguish","55556355513754","4","2006","9/22/2011 12:00:00 AM"
"11023","SuperiorCard","33338435117808","7","2007","4/18/2014 12:00:00 AM"
"11024","Distinguish","55551585180155","5","2007","3/22/2012 12:00:00 AM"
"11025","SuperiorCard","33336526959818","12","2006","2/25/2014 12:00:00 AM"
"11026","Distinguish","55558898950266","3","2007","2/6/2014 12:00:00 AM"
"11027","SuperiorCard","33335398453681","2","2005","7/9/2013 12:00:00 AM"
"11028","ColonialVoice","77772034123148","12","2007","9/29/2011 12:00:00 AM"
"11029","SuperiorCard","33336705538138","7","2006","4/26/2013 12:00:00 AM"
"11030","ColonialVoice","77776674950952","2","2005","9/20/2013 12:00:00 AM"
"11031","Vista","11112295163988","2","2008","8/24/2013 12:00:00 AM"
"11032","SuperiorCard","33334548430822","11","2005","9/24/2013 12:00:00 AM"
"11033","Distinguish","55553544701788","8","2007","7/1/2011 12:00:00 AM"
"11034","Distinguish","55556165927169","12","2007","9/20/2013 12:00:00 AM"
"11035","ColonialVoice","77776861780947","6","2008","9/4/2013 12:00:00 AM"
"11036","Distinguish","55552819730716","7","2008","8/30/2013 12:00:00 AM"
"11037","ColonialVoice","77779527117273","4","2008","4/6/2014 12:00:00 AM"
"11038","SuperiorCard","33335388832602","8","2005","10/9/2013 12:00:00 AM"
"11039","SuperiorCard","33336936857386","6","2007","6/18/2012 12:00:00 AM"
"11040","Vista","11118999547346","12","2005","1/18/2014 12:00:00 AM"
"11041","Vista","11117631114440","3","2006","1/18/2014 12:00:00 AM"
"11042","ColonialVoice","77776921261351","7","2006","3/26/2014 12:00:00 AM"
"11043","Vista","11116845277073","5","2008","2/5/2010 12:00:00 AM"
"11044","SuperiorCard","33339024057448","6","2006","1/4/2013 12:00:00 AM"
"11045","Distinguish","55555712150812","12","2007","3/31/2014 12:00:00 AM"
"11046","Vista","11115686906856","1","2005","5/30/2013 12:00:00 AM"
"11047","Distinguish","55559655493537","9","2008","1/4/2014 12:00:00 AM"
"11048","ColonialVoice","77776096112954","7","2006","3/28/2014 12:00:00 AM"
"11049","Vista","11117031705957","1","2008","1/17/2014 12:00:00 AM"
"11050","Distinguish","55553621359310","6","2007","6/30/2013 12:00:00 AM"
"11051","Vista","11113999455987","9","2005","8/25/2013 12:00:00 AM"
"11052","Vista","11115587436820","6","2007","5/31/2011 12:00:00 AM"
"11053","Vista","11116213225151","2","2005","9/2/2013 12:00:00 AM"
"11054","Distinguish","55552257589056","2","2005","5/6/2014 12:00:00 AM"
"11055","SuperiorCard","33335116567429","2","2007","8/23/2012 12:00:00 AM"
"11056","Vista","11111149668245","9","2007","8/1/2011 12:00:00 AM"
"11057","SuperiorCard","33337415590884","10","2007","7/20/2013 12:00:00 AM"
"11058","SuperiorCard","33335935163259","5","2005","4/25/2014 12:00:00 AM"
"11059","Vista","11117357823853","3","2007","3/3/2013 12:00:00 AM"
"11060","ColonialVoice","77772834002657","5","2007","5/18/2013 12:00:00 AM"
"11061","Vista","11113457651958","5","2008","2/18/2014 12:00:00 AM"
"11062","Distinguish","55557629876740","1","2007","2/15/2013 12:00:00 AM"
"11063","Vista","11118387919152","12","2007","7/26/2013 12:00:00 AM"
"11064","Vista","11113471792453","9","2006","8/18/2013 12:00:00 AM"
"11065","Distinguish","55558411012018","10","2005","9/22/2013 12:00:00 AM"
"11066","Vista","11111965024967","1","2005","11/14/2013 12:00:00 AM"
"11067","SuperiorCard","33333931139237","6","2006","3/22/2014 12:00:00 AM"
"11068","Vista","11116983250826","3","2005","5/20/2014 12:00:00 AM"
"11069","SuperiorCard","33336390808431","6","2006","7/2/2012 12:00:00 AM"
"11070","SuperiorCard","33334345799178","11","2007","2/4/2009 12:00:00 AM"
"11071","SuperiorCard","33333409998230","4","2006","7/20/2013 12:00:00 AM"
"11072","ColonialVoice","77778618125903","8","2005","7/1/2011 12:00:00 AM"
"11073","Vista","11118029989576","9","2007","1/17/2014 12:00:00 AM"
"11074","ColonialVoice","77771926767273","2","2007","2/2/2009 12:00:00 AM"
"11075","Vista","11114369564985","6","2008","4/29/2014 12:00:00 AM"
"11076","SuperiorCard","33337075568355","6","2006","6/26/2012 12:00:00 AM"
"11077","Vista","11115172204590","10","2005","1/7/2014 12:00:00 AM"
"11078","Vista","11119577201381","10","2007","10/3/2013 12:00:00 AM"
"11079","SuperiorCard","33336132989818","8","2005","5/7/2014 12:00:00 AM"
"11080","SuperiorCard","33335881815745","6","2008","7/31/2012 12:00:00 AM"
"11081","SuperiorCard","33333392283645","11","2008","7/3/2012 12:00:00 AM"
"11082","ColonialVoice","77778083660888","11","2007","7/14/2013 12:00:00 AM"
"11083","ColonialVoice","77772227137503","5","2006","12/30/2008 12:00:00 AM"
"11084","ColonialVoice","77774340795615","11","2007","9/5/2013 12:00:00 AM"
"11085","Vista","11115764333208","2","2007","5/11/2014 12:00:00 AM"
"11086","ColonialVoice","77778981134479","11","2006","11/15/2012 12:00:00 AM"
"11087","ColonialVoice","77774710495954","1","2008","6/30/2013 12:00:00 AM"
"11088","SuperiorCard","33336417848158","8","2005","5/20/2014 12:00:00 AM"
"11089","Distinguish","55556639396538","5","2008","3/24/2014 12:00:00 AM"
"11090","Vista","11113123403607","9","2008","1/2/2014 12:00:00 AM"
"11091","Vista","11111999192730","1","2008","3/23/2014 12:00:00 AM"
"11092","ColonialVoice","77774476989988","8","2007","4/17/2013 12:00:00 AM"
"11093","Vista","11117972084431","7","2006","6/14/2014 12:00:00 AM"
"11094","SuperiorCard","33331377582061","7","2007","7/11/2013 12:00:00 AM"
"11095","SuperiorCard","33336659847991","6","2005","6/6/2014 12:00:00 AM"
"11096","Distinguish","55559510684025","9","2006","2/22/2014 12:00:00 AM"
"11097","SuperiorCard","33336268329893","11","2008","3/3/2014 12:00:00 AM"
"11098","SuperiorCard","33339935112708","1","2006","3/25/2014 12:00:00 AM"
"11099","ColonialVoice","77777079018850","10","2005","10/9/2013 12:00:00 AM"
"11100","ColonialVoice","77779655972973","5","2005","9/27/2013 12:00:00 AM"
"11101","ColonialVoice","77778009083349","9","2007","10/1/2013 12:00:00 AM"
"11102","SuperiorCard","33337007910292","5","2008","8/26/2013 12:00:00 AM"
"11103","Distinguish","55556387327785","10","2008","1/23/2014 12:00:00 AM"
"11104","ColonialVoice","77776963301388","2","2006","12/27/2013 12:00:00 AM"
"11105","SuperiorCard","33333533213346","9","2007","3/22/2014 12:00:00 AM"
"11106","SuperiorCard","33337063221043","11","2006","2/24/2014 12:00:00 AM"
"11107","Distinguish","55559637110519","5","2008","12/27/2013 12:00:00 AM"
"11108","Vista","11116197915772","2","2006","3/26/2014 12:00:00 AM"
"11109","ColonialVoice","77771030535521","2","2008","1/25/2014 12:00:00 AM"
"11110","ColonialVoice","77772714069671","5","2007","5/30/2013 12:00:00 AM"
"11111","Vista","11111908760397","4","2006","6/2/2013 12:00:00 AM"
"11112","SuperiorCard","33331408121973","4","2006","1/11/2013 12:00:00 AM"
"11113","ColonialVoice","77778179286671","1","2008","5/30/2014 12:00:00 AM"
"11114","Vista","11113450276009","6","2005","4/28/2014 12:00:00 AM"
"11115","Vista","11116056492014","2","2007","7/25/2013 12:00:00 AM"
"11116","Distinguish","55551268792866","6","2006","8/8/2012 12:00:00 AM"
"11117","Distinguish","55556342646293","10","2007","12/5/2013 12:00:00 AM"
"11118","Vista","11117743866840","5","2006","3/19/2014 12:00:00 AM"
"11119","ColonialVoice","77772899490729","6","2008","7/31/2013 12:00:00 AM"
"11120","Distinguish","55554457546817","10","2008","1/9/2014 12:00:00 AM"
"11121","ColonialVoice","77771206687544","9","2008","12/20/2011 12:00:00 AM"
"11122","Vista","11114114428940","9","2006","11/5/2012 12:00:00 AM"
"11123","ColonialVoice","77772350529873","3","2006","9/2/2013 12:00:00 AM"
"11124","Vista","11113781157793","10","2005","6/19/2014 12:00:00 AM"
"11125","Distinguish","55557735523843","8","2007","9/10/2011 12:00:00 AM"
"11126","Distinguish","55556836605127","2","2008","2/3/2009 12:00:00 AM"
"11127","Distinguish","55554405734552","2","2007","4/18/2014 12:00:00 AM"
"11128","ColonialVoice","77778868574825","1","2005","3/31/2014 12:00:00 AM"
"11129","Vista","11113693444009","4","2006","5/27/2014 12:00:00 AM"
"11130","ColonialVoice","77775572554034","2","2005","12/21/2011 12:00:00 AM"
"11131","Distinguish","55555104579715","3","2008","2/19/2014 12:00:00 AM"
"11132","Distinguish","55554906303932","10","2007","12/18/2010 12:00:00 AM"
"11133","ColonialVoice","77772552323476","5","2007","5/25/2014 12:00:00 AM"
"11134","SuperiorCard","33337552458360","12","2006","4/6/2012 12:00:00 AM"
"11135","SuperiorCard","33334267986388","9","2005","8/24/2013 12:00:00 AM"
"11136","Distinguish","55556342666559","11","2008","2/13/2014 12:00:00 AM"
"11137","ColonialVoice","77779918429055","4","2008","10/4/2013 12:00:00 AM"
"11138","Distinguish","55558701212647","5","2005","10/5/2013 12:00:00 AM"
"11139","Vista","11116368037873","7","2005","12/13/2013 12:00:00 AM"
"11140","ColonialVoice","77773196302488","1","2005","5/20/2014 12:00:00 AM"
"11141","ColonialVoice","77772557647623","10","2006","11/25/2011 12:00:00 AM"
"11142","Distinguish","55558345264125","1","2007","12/19/2013 12:00:00 AM"
"11143","Vista","11118531661452","12","2008","3/23/2014 12:00:00 AM"
"11144","SuperiorCard","33332055617789","4","2008","12/28/2011 12:00:00 AM"
"11145","ColonialVoice","77773763104835","1","2005","2/26/2013 12:00:00 AM"
"11146","ColonialVoice","77772295598915","2","2005","8/11/2013 12:00:00 AM"
"11147","SuperiorCard","33333511874948","4","2008","11/21/2012 12:00:00 AM"
"11148","Vista","11113588289017","8","2007","3/18/2014 12:00:00 AM"
"11149","SuperiorCard","33339506236322","3","2005","7/15/2012 12:00:00 AM"
"11150","ColonialVoice","77775658326712","3","2007","5/31/2011 12:00:00 AM"
"11151","Vista","11112345615000","4","2008","2/21/2014 12:00:00 AM"
"11152","ColonialVoice","77774696004583","10","2005","10/29/2012 12:00:00 AM"
"11153","SuperiorCard","33339228609819","4","2008","12/30/2013 12:00:00 AM"
"11154","ColonialVoice","77774536689070","5","2005","5/7/2014 12:00:00 AM"
"11155","SuperiorCard","33337545132730","2","2005","9/5/2013 12:00:00 AM"
"11156","Distinguish","55559192469342","11","2005","12/20/2008 12:00:00 AM"
"11157","Distinguish","55553298876491","4","2007","1/8/2009 12:00:00 AM"
"11158","Distinguish","55554603023230","1","2007","1/23/2014 12:00:00 AM"
"11159","SuperiorCard","33336690915763","5","2006","11/10/2013 12:00:00 AM"
"11160","Vista","11117461689965","11","2006","3/21/2014 12:00:00 AM"
"11161","Vista","11119516516354","12","2008","4/5/2014 12:00:00 AM"
"11162","SuperiorCard","33337231473742","8","2006","2/20/2008 12:00:00 AM"
"11163","Distinguish","55553936749617","5","2008","7/5/2013 12:00:00 AM"
"11164","ColonialVoice","77774002536239","10","2005","2/16/2014 12:00:00 AM"
"11165","Vista","11119384701489","4","2008","4/28/2014 12:00:00 AM"
"11166","Vista","11111451664173","6","2006","10/14/2013 12:00:00 AM"
"11167","SuperiorCard","33332426513648","3","2005","2/23/2014 12:00:00 AM"
"11168","SuperiorCard","33335037929930","6","2008","3/29/2012 12:00:00 AM"
"11169","ColonialVoice","77779592506821","5","2008","7/10/2011 12:00:00 AM"
"11170","Vista","11114997732854","9","2005","12/10/2009 12:00:00 AM"
"11171","ColonialVoice","77774511773942","3","2008","5/6/2014 12:00:00 AM"
"11172","SuperiorCard","33333692522675","11","2005","8/25/2013 12:00:00 AM"
"11173","SuperiorCard","33332823712986","2","2006","7/11/2013 12:00:00 AM"
"11174","Vista","11116249478550","6","2008","6/12/2013 12:00:00 AM"
"11175","Vista","11119523451806","3","2008","6/16/2014 12:00:00 AM"
"11176","Vista","11118763580458","2","2007","8/7/2013 12:00:00 AM"
"11177","ColonialVoice","77774604311077","10","2007","3/25/2014 12:00:00 AM"
"11178","Distinguish","55559963872429","12","2005","3/12/2013 12:00:00 AM"
"11179","SuperiorCard","33339083187133","8","2007","7/31/2013 12:00:00 AM"
"11180","ColonialVoice","77772249677978","5","2008","10/12/2013 12:00:00 AM"
"11181","ColonialVoice","77773669834898","3","2005","7/4/2013 12:00:00 AM"
